LN	WLV-ID	LWK-RLP (Lagennr.)	DWI (Reg.Nr.)	Weinlagen (ID)	Status	Typ	Gebiet	Bereich	Leitgemeinde	Wikidata-ID (Leitgemeinde)	Gemarkung	Großlage	Wikidata-ID (Großlage)	Ort	Wikidata-ID (Ort)	Einzellage	Wikidata-ID (Einzellage)	Rebfläche (DWI, 2006)	Rebfläche (LWK-RLP, 2020)	über NN (DWI)	Neigung (DWI)	Exposition (DWI)	Boden (DWI)	DWI-2006	LWK-RLP-2020	Weinlagen-2022	DFWS-2022
662	wlv-h00171	keine	keine		Altlage		Mosel							Erden		Berg								0	0	0	1
663	wlv-h00172	keine	keine		Altlage		Mosel							Erden		Bußlay-Treppchen								0	0	0	1
664	wlv-h00173	keine	keine		Altlage		Mosel							Erden		Hahnberg								0	0	0	1
665	wlv-h00174	keine	keine		Altlage		Mosel							Erden		Herzlay								0	0	0	1
666	wlv-h00175	keine	keine		Altlage		Mosel							Erden		Himmelreich								0	0	0	1
667	wlv-h00176	keine	keine		Altlage		Mosel							Erden		Hödlay								0	0	0	1
668	wlv-h00177	keine	keine		Altlage		Mosel							Erden		Kammer								0	0	0	1
669	wlv-h00178	keine	keine		Altlage		Mosel							Erden		Kaufmannsberg								0	0	0	1
670	wlv-h00179	keine	keine		Altlage		Mosel							Erden		Kribslay								0	0	0	1
671	wlv-h00180	keine	keine		Altlage		Mosel							Erden		Martinslay								0	0	0	1
672	wlv-h00181	keine	keine		Altlage		Mosel							Erden		Schöneberg								0	0	0	1
673	wlv-h00182	keine	keine		Altlage		Mosel							Erden		Treppchen-Bußlay								0	0	0	1
674	wlv-h00183	keine	keine		Altlage		Mosel							Ernst		Mark								0	0	0	1
675	wlv-h00184	keine	keine		Altlage		Mosel							Falkenstein		Herrenborn								0	0	0	1
676	wlv-h00185	keine	keine		Altlage		Mosel							Falkenstein		Kreuzberg								0	0	0	1
677	wlv-h00186	keine	keine		Altlage		Mosel							Fankel		Höllenkaul								0	0	0	1
678	wlv-h00187	keine	keine		Altlage		Mosel							Fastrau		Graue Kupp								0	0	0	1
679	wlv-h00188	keine	keine		Altlage		Mosel							Fastrau		Rötschen								0	0	0	1
680	wlv-h00189	keine	keine		Altlage		Mosel							Fastrau		Sonnenberg								0	0	0	1
681	wlv-h00190	keine	keine		Altlage		Mosel							Fell		(Im) Burgberg								0	0	0	1
682	wlv-h00191	keine	keine		Altlage		Mosel							Fell		Akt								0	0	0	1
683	wlv-h00192	keine	keine		Altlage		Mosel							Fell		Burglay								0	0	0	1
684	wlv-h00193	keine	keine		Altlage		Mosel							Fell		Karlskopf								0	0	0	1
685	wlv-h00194	keine	keine		Altlage		Mosel							Fell		Römerberg								0	0	0	1
686	wlv-h00195	keine	keine		Altlage		Mosel							Filzen		Eichbäumchen								0	0	0	1
687	wlv-h00196	keine	keine		Altlage		Mosel							Filzen		Hasensprung								0	0	0	1
688	wlv-h00197	keine	keine		Altlage		Mosel							Filzen		Im Schiefer								0	0	0	1
689	wlv-h00198	keine	keine		Altlage		Mosel							Filzen		In den Steinen								0	0	0	1
690	wlv-h00199	keine	keine		Altlage		Mosel							Filzen		Karlsberg								0	0	0	1
691	wlv-h00200	keine	keine		Altlage		Mosel							Filzen		Kleberberg								0	0	0	1
692	wlv-h00201	keine	keine		Altlage		Mosel							Filzen		Klostergarten								0	0	0	1
693	wlv-h00202	keine	keine		Altlage		Mosel							Filzen		Nonnenberg								0	0	0	1
694	wlv-h00203	keine	keine		Altlage		Mosel							Filzen		Sonnblick								0	0	0	1
695	wlv-h00204	keine	keine		Altlage		Mosel							Gondorf		Görgenberg								0	0	0	1
696	wlv-h00205	keine	keine		Altlage		Mosel							Gondorf		Oberer Spitalsberg								0	0	0	1
697	wlv-h00206	keine	keine		Altlage		Mosel							Graach		Abtei								0	0	0	1
698	wlv-h00207	keine	keine		Altlage		Mosel							Graach		Bistum								0	0	0	1
699	wlv-h00208	keine	keine		Altlage		Mosel							Graach		Domprobst-Himmelreich								0	0	0	1
700	wlv-h00209	keine	keine		Altlage		Mosel							Graach		Ehrkatz								0	0	0	1
701	wlv-h00210	keine	keine		Altlage		Mosel							Graach		Göhr								0	0	0	1
702	wlv-h00211	keine	keine		Altlage		Mosel							Graach		Goldtröpfchen								0	0	0	1
703	wlv-h00212	keine	keine		Altlage		Mosel							Graach		Goldwingert								0	0	0	1
704	wlv-h00213	keine	keine		Altlage		Mosel							Graach		Himmelreich im Himmelreich								0	0	0	1
705	wlv-h00214	keine	keine		Altlage		Mosel							Graach		Homberg								0	0	0	1
706	wlv-h00215	keine	keine		Altlage		Mosel							Graach		Humberg								0	0	0	1
707	wlv-h00216	keine	keine		Altlage		Mosel							Graach		Kirchberg								0	0	0	1
708	wlv-h00217	keine	keine		Altlage		Mosel							Graach		Kirchlay								0	0	0	1
709	wlv-h00218	keine	keine		Altlage		Mosel							Graach		Lilienpfad								0	0	0	1
710	wlv-h00219	keine	keine		Altlage		Mosel							Graach		Mönch								0	0	0	1
711	wlv-h00220	keine	keine		Altlage		Mosel							Graach		Münzlay								0	0	0	1
712	wlv-h00221	keine	keine		Altlage		Mosel							Graach		Rosenberg								0	0	0	1
713	wlv-h00222	keine	keine		Altlage		Mosel							Graach		Stablay								0	0	0	1
714	wlv-h00223	keine	keine		Altlage		Mosel							Güls		Heyerberg								0	0	0	1
715	wlv-h00224	keine	keine		Altlage		Mosel							Güls		Im Röttgen								0	0	0	1
716	wlv-h00225	keine	keine		Altlage		Mosel							Hatzenport		Bischofstein								0	0	0	1
717	wlv-h00226	keine	keine		Altlage		Mosel							Hatzenport		Kreuzlay								0	0	0	1
718	wlv-h00227	keine	keine		Altlage		Mosel							Hatzenport		Kreuzlay-Bann								0	0	0	1
719	wlv-h00228	keine	keine		Altlage		Mosel							Hatzenport		Rothenberg								0	0	0	1
720	wlv-h00229	keine	keine		Altlage		Mosel							Hatzenport		Stolzenberg-Geisinger								0	0	0	1
721	wlv-h00230	keine	keine		Altlage		Mosel							Hatzenport		Tafelgut								0	0	0	1
722	wlv-h00231	keine	keine		Altlage		Mosel							Helfant		Pfädchen								0	0	0	1
723	wlv-h00232	keine	keine		Altlage		Mosel							Hetzerath		Brauneberg								0	0	0	1
724	wlv-h00233	keine	keine		Altlage		Mosel							Hupperath		Brauneberg								0	0	0	1
725	wlv-h00234	keine	keine		Altlage		Mosel							Hupperath		Haselpfädchen								0	0	0	1
726	wlv-h00235	keine	keine		Altlage		Mosel							Irsch		Hofberg								0	0	0	1
727	wlv-h00236	keine	keine		Altlage		Mosel							Irsch		Hubertusberg Sonnenhang								0	0	0	1
728	wlv-h00237	keine	keine		Altlage		Mosel							Kanzem		Auf dem Berg								0	0	0	1
729	wlv-h00238	keine	keine		Altlage		Mosel							Kanzem		Berg								0	0	0	1
730	wlv-h00239	keine	keine		Altlage		Mosel							Kanzem		Geisberg								0	0	0	1
731	wlv-h00240	keine	keine		Altlage		Mosel							Kanzem		Herrenberg								0	0	0	1
732	wlv-h00241	keine	keine		Altlage		Mosel							Kanzem		Kelterberg								0	0	0	1
733	wlv-h00242	keine	keine		Altlage		Mosel							Kanzem		Neuberg								0	0	0	1
734	wlv-h00243	keine	keine		Altlage		Mosel							Kanzem		Unterberg								0	0	0	1
735	wlv-h00244	keine	keine		Altlage		Mosel							Kanzem		Wolfsberg								0	0	0	1
736	wlv-h00245	keine	keine		Altlage		Mosel							Karden		Domberg								0	0	0	1
737	wlv-h00246	keine	keine		Altlage		Mosel							Karden		Kreuzberg								0	0	0	1
738	wlv-h00247	keine	keine		Altlage		Mosel							Karden		Rosenberg								0	0	0	1
739	wlv-h00248	keine	keine		Altlage		Mosel							Karden		Stiftsherrenberg								0	0	0	1
740	wlv-h00249	keine	keine		Altlage		Mosel							Karthaus		Brauneberg								0	0	0	1
741	wlv-h00250	keine	keine		Altlage		Mosel							Kasel		Berg								0	0	0	1
742	wlv-h00251	keine	keine		Altlage		Mosel							Kasel		Blankenberg St. Katharinen								0	0	0	1
743	wlv-h00252	keine	keine		Altlage		Mosel							Kasel		Blindenberg								0	0	0	1
744	wlv-h00253	keine	keine		Altlage		Mosel							Kasel		Höcht								0	0	0	1
745	wlv-h00254	keine	keine		Altlage		Mosel							Kasel		Käulchen								0	0	0	1
746	wlv-h00255	keine	keine		Altlage		Mosel							Kasel		Kohlenberg								0	0	0	1
747	wlv-h00256	keine	keine		Altlage		Mosel							Kasel		Lorenzberg								0	0	0	1
748	wlv-h00257	keine	keine		Altlage		Mosel							Kasel		Pichter								0	0	0	1
749	wlv-h00258	keine	keine		Altlage		Mosel							Kasel		Saemer								0	0	0	1
750	wlv-h00259	keine	keine		Altlage		Mosel							Kasel		Steiniger								0	0	0	1
751	wlv-h00260	keine	keine		Altlage		Mosel							Kasel		Taubenberg								0	0	0	1
752	wlv-h00261	keine	keine		Altlage		Mosel							Kasel		Timpert Templer								0	0	0	1
753	wlv-h00262	keine	keine		Altlage		Mosel							Kasel		Timpert Templerherrenberg								0	0	0	1
754	wlv-h00263	keine	keine		Altlage		Mosel							Kasel		Wäldchen								0	0	0	1
755	wlv-h00264	keine	keine		Altlage		Mosel							Kasel		Walterberg								0	0	0	1
756	wlv-h00265	keine	keine		Altlage		Mosel							Kastel-Staadt		Maximin Staadter Klause								0	0	0	1
757	wlv-h00266	keine	keine		Altlage		Mosel							Kesten		Berg								0	0	0	1
758	wlv-h00267	keine	keine		Altlage		Mosel							Kesten		Heiligpfad								0	0	0	1
759	wlv-h00268	keine	keine		Altlage		Mosel							Kesten		Lay								0	0	0	1
760	wlv-h00269	keine	keine		Altlage		Mosel							Kesten		Niederberg								0	0	0	1
761	wlv-h00270	keine	keine		Altlage		Mosel							Kesten		Paulinshofberger Südhang								0	0	0	1
762	wlv-h00271	keine	keine		Altlage		Mosel							Kesten		Paulinshofberger unter dem Felsen								0	0	0	1
763	wlv-h00272	keine	keine		Altlage		Mosel							Kinheim		Eulenlay								0	0	0	1
764	wlv-h00273	keine	keine		Altlage		Mosel							Kinheim		Hubertushofberg								0	0	0	1
765	wlv-h00274	keine	keine		Altlage		Mosel							Kinheim		Löwenberg								0	0	0	1
766	wlv-h00275	keine	keine		Altlage		Mosel							Kinheim		Petersberg								0	0	0	1
767	wlv-h00276	keine	keine		Altlage		Mosel							Kinheim		Petrusberg								0	0	0	1
768	wlv-h00277	keine	keine		Altlage		Mosel							Klotten		Burgberg								0	0	0	1
769	wlv-h00278	keine	keine		Altlage		Mosel							Klotten		Hohnerberg								0	0	0	1
770	wlv-h00279	keine	keine		Altlage		Mosel							Klotten		Kapellenberg								0	0	0	1
771	wlv-h00280	keine	keine		Altlage		Mosel							Klotten		Pfahlberg								0	0	0	1
772	wlv-h00281	keine	keine		Altlage		Mosel							Klotten		Sonnenberg								0	0	0	1
773	wlv-h00282	keine	keine		Altlage		Mosel							Klotten		Wirges								0	0	0	1
774	wlv-h00283	keine	keine		Altlage		Mosel							Klüsserath		Füllkopf								0	0	0	1
775	wlv-h00284	keine	keine		Altlage		Mosel							Klüsserath		Karnicht								0	0	0	1
776	wlv-h00285	keine	keine		Altlage		Mosel							Klüsserath		Kästchen								0	0	0	1
777	wlv-h00286	keine	keine		Altlage		Mosel							Klüsserath		Königsberg								0	0	0	1
778	wlv-h00287	keine	keine		Altlage		Mosel							Klüsserath		St. Michel								0	0	0	1
779	wlv-h00288	keine	keine		Altlage		Mosel							Klüsserath		Unter St. Michel								0	0	0	1
780	wlv-h00289	keine	keine		Altlage		Mosel							Kobern		Johannisberg								0	0	0	1
781	wlv-h00290	keine	keine		Altlage		Mosel							Kobern		Rosenberg								0	0	0	1
782	wlv-h00291	keine	keine		Altlage		Mosel							Kommlingen		Kelterberg								0	0	0	1
783	wlv-h00292	keine	keine		Altlage		Mosel							Kommlingen		Rosengarten								0	0	0	1
784	wlv-h00293	keine	keine		Altlage		Mosel							Könen		Rippchen								0	0	0	1
785	wlv-h00294	keine	keine		Altlage		Mosel							Konz		Brauneberg								0	0	0	1
786	wlv-h00295	keine	keine		Altlage		Mosel							Konz		Breitenberg								0	0	0	1
787	wlv-h00296	keine	keine		Altlage		Mosel							Konz		Geisberg								0	0	0	1
788	wlv-h00297	keine	keine		Altlage		Mosel							Konz		Geisberg Peterswingert								0	0	0	1
789	wlv-h00298	keine	keine		Altlage		Mosel							Konz		Johannisberg								0	0	0	1
790	wlv-h00299	keine	keine		Altlage		Mosel							Konz		Karthäuser Kreuzberg								0	0	0	1
791	wlv-h00300	keine	keine		Altlage		Mosel							Konz		Sprung								0	0	0	1
792	wlv-h00301	keine	keine		Altlage		Mosel							Köwerich		Klausenwingert								0	0	0	1
793	wlv-h00302	keine	keine		Altlage		Mosel							Köwerich		Lay								0	0	0	1
794	wlv-h00303	keine	keine		Altlage		Mosel							Köwerich		Unterlay								0	0	0	1
795	wlv-h00304	keine	keine		Altlage		Mosel							Krettnach		Berg								0	0	0	1
796	wlv-h00305	keine	keine		Altlage		Mosel							Krettnach		Johannisberg								0	0	0	1
797	wlv-h00306	keine	keine		Altlage		Mosel							Krettnach		Silberberg								0	0	0	1
798	wlv-h00307	keine	keine		Altlage		Mosel							Kröv		Bockskopf-H.								0	0	0	1
799	wlv-h00308	keine	keine		Altlage		Mosel							Kröv		Engelberg								0	0	0	1
800	wlv-h00309	keine	keine		Altlage		Mosel							Kröv		Falkenberg								0	0	0	1
801	wlv-h00310	keine	keine		Altlage		Mosel							Kröv		Hutlay								0	0	0	1
802	wlv-h00311	keine	keine		Altlage		Mosel							Kröv		Klosterberg								0	0	0	1
803	wlv-h00312	keine	keine		Altlage		Mosel							Kröv		Nacktarsch-Burgberg								0	0	0	1
804	wlv-h00313	keine	keine		Altlage		Mosel							Kröv		Niederberg								0	0	0	1
805	wlv-h00314	keine	keine		Altlage		Mosel							Kröv		Niederberg-Tarif								0	0	0	1
806	wlv-h00315	keine	keine		Altlage		Mosel							Kues		Herrenberg Pfarrgut								0	0	0	1
807	wlv-h00316	keine	keine		Altlage		Mosel							Kues		Königsstuhl								0	0	0	1
808	wlv-h00317	keine	keine		Altlage		Mosel							Kues		Weissenstein								0	0	0	1
809	wlv-h00318	keine	keine		Altlage		Mosel							Kürenz		Domherrenberger Helenenbrunnen								0	0	0	1
810	wlv-h00319	keine	keine		Altlage		Mosel							Langsur		Kleiberg								0	0	0	1
811	wlv-h00320	keine	keine		Altlage		Mosel							Lay		Kützenberg								0	0	0	1
812	wlv-h00321	keine	keine		Altlage		Mosel							Lehmen		Haupt								0	0	0	1
813	wlv-h00322	keine	keine		Altlage		Mosel							Lehmen		Wolfsgrübchen								0	0	0	1
814	wlv-h00323	keine	keine		Altlage		Mosel							Leiwen		Bubental								0	0	0	1
815	wlv-h00324	keine	keine		Altlage		Mosel							Leiwen		Ohligsberg								0	0	0	1
816	wlv-h00325	keine	keine		Altlage		Mosel							Leiwen		Sonnental								0	0	0	1
817	wlv-h00326	keine	keine		Altlage		Mosel							Leiwen		Stordel								0	0	0	1
818	wlv-h00327	keine	keine		Altlage		Mosel							Lieser		Hüttlay								0	0	0	1
819	wlv-h00328	keine	keine		Altlage		Mosel							Lieser		Kirchberg								0	0	0	1
820	wlv-h00329	keine	keine		Altlage		Mosel							Lieser		Niederberg								0	0	0	1
821	wlv-h00330	keine	keine		Altlage		Mosel							Lieser		Niederberg - Schlimmen Weg								0	0	0	1
822	wlv-h00331	keine	keine		Altlage		Mosel							Lieser		Niederberg-Bärlay								0	0	0	1
823	wlv-h00332	keine	keine		Altlage		Mosel							Lieser		Niederberg-Hüttlay								0	0	0	1
824	wlv-h00333	keine	keine		Altlage		Mosel							Lieser		Niederberg-Iris								0	0	0	1
825	wlv-h00334	keine	keine		Altlage		Mosel							Lieser		Niederberg-Kreuz								0	0	0	1
826	wlv-h00335	keine	keine		Altlage		Mosel							Lieser		Niederberg-Petersberg								0	0	0	1
827	wlv-h00336	keine	keine		Altlage		Mosel							Lieser		Niederberg-Pichter								0	0	0	1
828	wlv-h00337	keine	keine		Altlage		Mosel							Lieser		Niederberg-Süssenberg								0	0	0	1
829	wlv-h00338	keine	keine		Altlage		Mosel							Lieser		Niederberg-Töller								0	0	0	1
830	wlv-h00339	keine	keine		Altlage		Mosel							Lieser		Paulsberg								0	0	0	1
831	wlv-h00340	keine	keine		Altlage		Mosel							Lieser		Paulsberg-Vogelrutsch								0	0	0	1
832	wlv-h00341	keine	keine		Altlage		Mosel							Lieser		Schloßberg-Hüttay								0	0	0	1
833	wlv-h00342	keine	keine		Altlage		Mosel							Lieser		Schloßberg-Lay								0	0	0	1
834	wlv-h00343	keine	keine		Altlage		Mosel							Lieser		Schloßberg-Rosenberg								0	0	0	1
835	wlv-h00344	keine	keine		Altlage		Mosel							Longuich		Kirschberg								0	0	0	1
836	wlv-h00345	keine	keine		Altlage		Mosel							Longuich		Vogelsberg								0	0	0	1
837	wlv-h00346	keine	keine		Altlage		Mosel							Lörsch		Altenberg								0	0	0	1
838	wlv-h00347	keine	keine		Altlage		Mosel							Lörsch		Arschbacken								0	0	0	1
839	wlv-h00348	keine	keine		Altlage		Mosel							Lörsch		Nonnengarten								0	0	0	1
840	wlv-h00349	keine	keine		Altlage		Mosel							Lörsch		Schielkopf								0	0	0	1
841	wlv-h00350	keine	keine		Altlage		Mosel							Lörsch		Schildkopf								0	0	0	1
842	wlv-h00351	keine	keine		Altlage		Mosel							Maring		Honigsack								0	0	0	1
843	wlv-h00352	keine	keine		Altlage		Mosel							Maring		Schwarzlay								0	0	0	1
844	wlv-h00353	keine	keine		Altlage		Mosel							Maring-Noviand		Rosenberg								0	0	0	1
845	wlv-h00354	keine	keine		Altlage		Mosel							Maximin Grünhaus		Blumengarten								0	0	0	1
846	wlv-h00355	keine	keine		Altlage		Mosel							Maximin Grünhaus		Viertelsberg								0	0	0	1
847	wlv-h00356	keine	keine		Altlage		Mosel							Mehring		Eltz								0	0	0	1
848	wlv-h00357	keine	keine		Altlage		Mosel							Mehring		Heidenkupp								0	0	0	1
849	wlv-h00358	keine	keine		Altlage		Mosel							Mehring		Huxlay								0	0	0	1
850	wlv-h00359	keine	keine		Altlage		Mosel							Mehring		Laigut								0	0	0	1
851	wlv-h00360	keine	keine		Altlage		Mosel							Mehring		Lay								0	0	0	1
852	wlv-h00361	keine	keine		Altlage		Mosel							Mehring		Layet								0	0	0	1
853	wlv-h00362	keine	keine		Altlage		Mosel							Mehring		Lei								0	0	0	1
854	wlv-h00363	keine	keine		Altlage		Mosel							Mehring		Ley								0	0	0	1
855	wlv-h00364	keine	keine		Altlage		Mosel							Mehring		Sonnenberg								0	0	0	1
856	wlv-h00365	keine	keine		Altlage		Mosel							Mehring		Treppchen								0	0	0	1
857	wlv-h00366	keine	keine		Altlage		Mosel							Merl		Hofberg								0	0	0	1
858	wlv-h00367	keine	keine		Altlage		Mosel							Merl		Hölle								0	0	0	1
859	wlv-h00368	keine	keine		Altlage		Mosel							Merl		Jung-Gretel								0	0	0	1
860	wlv-h00369	keine	keine		Altlage		Mosel							Merl		Klosterlay								0	0	0	1
861	wlv-h00370	keine	keine		Altlage		Mosel							Merl		Königsberg								0	0	0	1
862	wlv-h00371	keine	keine		Altlage		Mosel							Merl		Königslay								0	0	0	1
863	wlv-h00372	keine	keine		Altlage		Mosel							Merl		Nosberg								0	0	0	1
864	wlv-h00373	keine	keine		Altlage		Mosel							Merl		Nußberg								0	0	0	1
865	wlv-h00374	keine	keine		Altlage		Mosel							Merl		Pfarrkirch								0	0	0	1
866	wlv-h00375	keine	keine		Altlage		Mosel							Mertesdorf		Lorenzberg								0	0	0	1
867	wlv-h00376	keine	keine		Altlage		Mosel							Mertesdorf		Treppchen								0	0	0	1
868	wlv-h00377	keine	keine		Altlage		Mosel							Mertesdorf, Lorenzhof		Lorenzhöfer Treppchen								0	0	0	1
869	wlv-h00378	keine	keine		Altlage		Mosel							Mesenich		Berg								0	0	0	1
870	wlv-h00379	keine	keine		Altlage		Mosel							Mesenich		Bienengarten								0	0	0	1
871	wlv-h00380	keine	keine		Altlage		Mosel							Mesenich		Deißberg								0	0	0	1
872	wlv-h00381	keine	keine		Altlage		Mosel							Mesenich		Kleinberg								0	0	0	1
873	wlv-h00382	keine	keine		Altlage		Mosel							Mesenich		Rosenberg								0	0	0	1
874	wlv-h00383	keine	keine		Altlage		Mosel							Metternich		Herrenberg								0	0	0	1
875	wlv-h00384	keine	keine		Altlage		Mosel							Minheim		Taubenhäuser								0	0	0	1
876	wlv-h00385	keine	keine		Altlage		Mosel							Monzel		Paulinsberg								0	0	0	1
877	wlv-h00386	keine	keine		Altlage		Mosel							Morscheid		Schloß Marienlayer Bildstock								0	0	0	1
878	wlv-h00387	keine	keine		Altlage		Mosel							Morscheid		Schloß Marienlayer Walzlay								0	0	0	1
879	wlv-h00388	keine	keine		Altlage		Mosel							Moselkern		Brader								0	0	0	1
880	wlv-h00389	keine	keine		Altlage		Mosel							Moselkern		Furt								0	0	0	1
881	wlv-h00390	keine	keine		Altlage		Mosel							Moselkern		Raitsch								0	0	0	1
882	wlv-h00391	keine	keine		Altlage		Mosel							Moselkern		Ratein								0	0	0	1
883	wlv-h00392	keine	keine		Altlage		Mosel							Moselkern		Rateiner Steinbruch								0	0	0	1
884	wlv-h00393	keine	keine		Altlage		Mosel							Moselkern		Übereltzer-Ratein								0	0	0	1
885	wlv-h00394	keine	keine		Altlage		Mosel							Müden		Castorhöhle								0	0	0	1
886	wlv-h00395	keine	keine		Altlage		Mosel							Müden		Flachlay								0	0	0	1
887	wlv-h00396	keine	keine		Altlage		Mosel							Müden		Mannwerk								0	0	0	1
888	wlv-h00397	keine	keine		Altlage		Mosel							Müden		Rosenberg								0	0	0	1
889	wlv-h00398	keine	keine		Altlage		Mosel							Mülheim		Berg								0	0	0	1
890	wlv-h00399	keine	keine		Altlage		Mosel							Mülheim		Bitsch								0	0	0	1
891	wlv-h00400	keine	keine		Altlage		Mosel							Mülheim		Elisenberger Steinberg								0	0	0	1
892	wlv-h00401	keine	keine		Altlage		Mosel							Mülheim		Johannisberg								0	0	0	1
893	wlv-h00402	keine	keine		Altlage		Mosel							Mülheim		Leyenkaul								0	0	0	1
894	wlv-h00403	keine	keine		Altlage		Mosel							Mülheim		Sonnenberg-Bitsch								0	0	0	1
895	wlv-h00404	keine	keine		Altlage		Mosel							Mülheim		Sonnenlay-Held								0	0	0	1
896	wlv-h00405	keine	keine		Altlage		Mosel							Neef		Mühlenberg								0	0	0	1
897	wlv-h00406	keine	keine		Altlage		Mosel							Neef		Sauend								0	0	0	1
898	wlv-h00407	keine	keine		Altlage		Mosel							Nehren		Römerkeller								0	0	0	1
899	wlv-h00408	keine	keine		Altlage		Mosel							Neumagen		Bock								0	0	0	1
900	wlv-h00409	keine	keine		Altlage		Mosel							Neumagen		Held								0	0	0	1
901	wlv-h00410	keine	keine		Altlage		Mosel							Neumagen		Hengelberg								0	0	0	1
902	wlv-h00411	keine	keine		Altlage		Mosel							Neumagen		Katerloch								0	0	0	1
903	wlv-h00412	keine	keine		Altlage		Mosel							Neumagen		Laienberg								0	0	0	1
904	wlv-h00413	keine	keine		Altlage		Mosel							Neumagen		Landmannsberg								0	0	0	1
905	wlv-h00414	keine	keine		Altlage		Mosel							Neumagen		Leienberg								0	0	0	1
906	wlv-h00415	keine	keine		Altlage		Mosel							Neumagen		Leienberg Schlucht								0	0	0	1
907	wlv-h00416	keine	keine		Altlage		Mosel							Neumagen		Martyrbach								0	0	0	1
908	wlv-h00417	keine	keine		Altlage		Mosel							Neumagen		Paradies								0	0	0	1
909	wlv-h00418	keine	keine		Altlage		Mosel							Neumagen		Pichter								0	0	0	1
910	wlv-h00419	keine	keine		Altlage		Mosel							Neumagen		Treppchen								0	0	0	1
911	wlv-h00420	keine	keine		Altlage		Mosel							Niederemmel		Freudenburg								0	0	0	1
912	wlv-h00421	keine	keine		Altlage		Mosel							Niederfell		Rotmauer								0	0	0	1
913	wlv-h00422	keine	keine		Altlage		Mosel							Niederleuken		Fuchs								0	0	0	1
914	wlv-h00423	keine	keine		Altlage		Mosel							Niederleuken		Kupp								0	0	0	1
915	wlv-h00424	keine	keine		Altlage		Mosel							Niederleuken		Stirn								0	0	0	1
916	wlv-h00425	keine	keine		Altlage		Mosel							Niedermennig		Klosterberg								0	0	0	1
917	wlv-h00426	keine	keine		Altlage		Mosel							Niedermennig		Zuckerberg								0	0	0	1
918	wlv-h00427	keine	keine		Altlage		Mosel							Nittel		Berg								0	0	0	1
919	wlv-h00428	keine	keine		Altlage		Mosel							Nittel		Geisberg								0	0	0	1
920	wlv-h00429	keine	keine		Altlage		Mosel							Nittel		Grubenberg								0	0	0	1
921	wlv-h00430	keine	keine		Altlage		Mosel							Nittel		Kapellchen								0	0	0	1
922	wlv-h00431	keine	keine		Altlage		Mosel							Nittel		Kleinberg								0	0	0	1
923	wlv-h00432	keine	keine		Altlage		Mosel							Nittel		Oberberg-Blümchen								0	0	0	1
924	wlv-h00433	keine	keine		Altlage		Mosel							Nittel		Spiesberg								0	0	0	1
925	wlv-h00434	keine	keine		Altlage		Mosel							Nittel		Stolzenwingert								0	0	0	1
926	wlv-h00435	keine	keine		Altlage		Mosel							Oberemmel		Abteihof								0	0	0	1
927	wlv-h00436	keine	keine		Altlage		Mosel							Oberemmel		Brixiusberg								0	0	0	1
928	wlv-h00437	keine	keine		Altlage		Mosel							Oberemmel		Falmet								0	0	0	1
929	wlv-h00438	keine	keine		Altlage		Mosel							Oberemmel		Herrenberg								0	0	0	1
930	wlv-h00439	keine	keine		Altlage		Mosel							Oberemmel		Junkersberg								0	0	0	1
931	wlv-h00440	keine	keine		Altlage		Mosel							Oberemmel		Scharzhof								0	0	0	1
932	wlv-h00441	keine	keine		Altlage		Mosel							Oberemmel		Schock								0	0	0	1
933	wlv-h00442	keine	keine		Altlage		Mosel							Oberemmel		Schockberg								0	0	0	1
934	wlv-h00443	keine	keine		Altlage		Mosel							Oberfell		(In der) Olk								0	0	0	1
935	wlv-h00444	keine	keine		Altlage		Mosel							Oberfell		Hochmauer								0	0	0	1
936	wlv-h00445	keine	keine		Altlage		Mosel							Ockfen		Bockstein Neuwies								0	0	0	1
937	wlv-h00446	keine	keine		Altlage		Mosel							Ockfen		Bockstein Zickelgarten								0	0	0	1
938	wlv-h00447	keine	keine		Altlage		Mosel							Ockfen		Heppenstein								0	0	0	1
939	wlv-h00448	keine	keine		Altlage		Mosel							Ockfen		Herrenberg								0	0	0	1
940	wlv-h00449	keine	keine		Altlage		Mosel							Ockfen		Herrenberg-Kupp								0	0	0	1
941	wlv-h00450	keine	keine		Altlage		Mosel							Ockfen		Neuwies								0	0	0	1
942	wlv-h00451	keine	keine		Altlage		Mosel							Ockfen		Oberherrenberg								0	0	0	1
943	wlv-h00452	keine	keine		Altlage		Mosel							Olewig		(In der) Rahn								0	0	0	1
944	wlv-h00453	keine	keine		Altlage		Mosel							Olewig		Geisberg								0	0	0	1
945	wlv-h00454	keine	keine		Altlage		Mosel							Olewig		Geisberg Kupp								0	0	0	1
946	wlv-h00455	keine	keine		Altlage		Mosel							Olewig		Juffer								0	0	0	1
947	wlv-h00456	keine	keine		Altlage		Mosel							Olewig		Retzgrube								0	0	0	1
948	wlv-h00457	keine	keine		Altlage		Mosel							Olewig		Thiergarten Dreispitz								0	0	0	1
949	wlv-h00458	keine	keine		Altlage		Mosel							Olewig		Thiergarten-Hofberg								0	0	0	1
950	wlv-h00459	keine	keine		Altlage		Mosel							Olewig		Thiergärtner Auf'm Köpfchen								0	0	0	1
951	wlv-h00460	keine	keine		Altlage		Mosel							Olewig		Thiergärtner Hauptberg								0	0	0	1
952	wlv-h00461	keine	keine		Altlage		Mosel							Olewig		Vollmühle								0	0	0	1
